loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,has_default_history
11911,7450,mortgage,500000,8.72,active,no
11912,7452,mortgage,1000000,9.43,paid,no
11913,7453,mortgage,1000000,14.35,active,no
11914,7454,mortgage,500000,11.45,active,no
11915,7458,personal,200000,11.18,paid,no
11916,7460,mortgage,50000,15.61,paid,no
11917,7461,mortgage,2000000,12.38,paid,no
11918,7462,mortgage,2000000,15.7,active,no
11919,7463,mortgage,2000000,15.59,paid,no
11920,7465,mortgage,50000,9.14,paid,no
11921,7470,mortgage,100000,16.06,defaulted,no
11922,7471,personal,500000,9.12,defaulted,no
11923,7472,personal,500000,16.21,active,no
11924,7473,mortgage,50000,12.12,active,no
11925,7475,mortgage,200000,14.59,active,no
11926,7476,mortgage,2000000,14.15,active,no
11927,7478,mortgage,5000000,12.65,paid,no
11928,7481,mortgage,500000,13.46,paid,no
11929,7483,mortgage,1000000,16.1,paid,no
11930,7484,mortgage,1000000,15.92,active,yes
11931,7486,mortgage,5000000,13.73,active,no
11932,7487,mortgage,500000,13.76,active,no
11933,7489,mortgage,2000000,10.48,active,no
11934,7490,personal,2000000,15.13,paid,yes
11935,7491,mortgage,2000000,13.56,paid,no
11936,7495,mortgage,200000,15.11,active,no
11937,7497,mortgage,1000000,13.76,defaulted,no
11938,7498,mortgage,200000,10.89,active,yes
11939,7501,mortgage,50000,10.02,active,no
11940,7502,mortgage,100000,9.12,active,no
11941,7503,personal,2000000,13.19,active,no
11942,7504,mortgage,50000,10.77,defaulted,no
11943,7505,mortgage,100000,13.54,paid,no
11944,7506,mortgage,5000000,8.97,active,no
11945,7507,mortgage,1000000,11.51,active,no
11946,7508,mortgage,100000,10.58,active,no
11947,7511,mortgage,100000,11.46,active,no
11948,7512,mortgage,500000,8.93,paid,no
11949,7513,mortgage,100000,14.29,active,no
11950,7514,mortgage,500000,9.43,active,no
11951,7517,mortgage,100000,8.62,active,no
11952,7518,mortgage,500000,16.07,active,no
11953,7520,mortgage,1000000,10.04,active,no
11954,7524,mortgage,1000000,15.12,paid,no
11955,7525,personal,100000,16.22,defaulted,no
11956,7527,mortgage,5000000,12.77,active,no
11957,7529,mortgage,5000000,12.71,active,no
11958,7530,mortgage,200000,11.44,active,no
11959,7531,mortgage,5000000,11.9,active,no
11960,7532,mortgage,1000000,12.36,active,no
11961,7535,mortgage,50000,9.72,defaulted,no
11962,7537,personal,5000000,11.42,paid,no
11963,7538,mortgage,50000,15.03,active,no
11964,7539,mortgage,500000,9.96,active,no
11965,7540,mortgage,200000,14.34,active,no
11966,7541,mortgage,2000000,13.71,active,no
11967,7544,mortgage,500000,8.96,active,no
11968,7545,mortgage,100000,8.68,active,no
11969,7546,mortgage,5000000,11.32,active,no
11970,7547,mortgage,1000000,14.04,paid,no
11971,7548,mortgage,200000,11.14,active,no
11972,7549,mortgage,500000,13.84,active,no
11973,7551,mortgage,500000,13.82,active,no
11974,7554,mortgage,50000,14.95,active,no
11975,7556,mortgage,100000,9.3,active,no
11976,7557,mortgage,500000,13.12,active,no
11977,7560,mortgage,50000,9.0,paid,no
11978,7562,mortgage,200000,9.91,paid,no
11979,7563,personal,500000,11.1,paid,no
11980,7564,mortgage,2000000,14.16,active,no
11981,7565,mortgage,2000000,16.29,paid,no
11982,7567,mortgage,50000,11.24,paid,no
11983,7568,mortgage,2000000,12.67,active,no
11984,7570,personal,100000,10.57,active,no
11985,7571,mortgage,1000000,13.9,active,no
11986,7573,mortgage,2000000,11.43,active,no
11987,7574,personal,200000,12.35,paid,no
11988,7576,mortgage,500000,13.04,active,no
11989,7577,mortgage,50000,13.99,paid,no
11990,7578,mortgage,500000,8.98,active,no
11991,7580,mortgage,1000000,12.94,defaulted,no
11992,7582,mortgage,500000,11.95,active,no
11993,7583,mortgage,500000,9.57,defaulted,no
11994,7585,mortgage,50000,10.16,active,no
11995,7586,mortgage,1000000,15.57,defaulted,no
11996,7588,mortgage,200000,15.47,active,no
11997,7589,mortgage,50000,8.77,active,no
11998,7590,mortgage,5000000,14.02,active,no
11999,7593,mortgage,1000000,12.93,paid,no
12000,7595,mortgage,1000000,16.02,defaulted,no
12001,7596,mortgage,500000,15.76,paid,no
12002,7598,mortgage,100000,13.14,active,no
12003,7599,mortgage,100000,9.61,active,no
12004,7601,mortgage,200000,12.18,active,no
12005,7603,mortgage,500000,14.3,active,no
12006,7605,mortgage,100000,16.11,active,no
12007,7607,personal,50000,11.41,paid,no
12008,7608,mortgage,200000,14.78,paid,no
12009,7609,mortgage,500000,13.97,defaulted,no
12010,7610,mortgage,2000000,9.13,active,no
12011,7611,mortgage,50000,12.96,active,no
12012,7612,mortgage,100000,9.97,active,no
12013,7613,mortgage,100000,13.97,paid,no
12014,7616,personal,100000,13.38,active,no
12015,7618,mortgage,100000,16.28,paid,no
12016,7619,mortgage,1000000,15.98,active,no
12017,7622,mortgage,2000000,8.57,active,no
12018,7624,mortgage,200000,9.14,paid,no
12019,7625,personal,200000,14.65,defaulted,no
12020,7628,mortgage,100000,13.99,paid,no
12021,7630,personal,200000,14.91,active,no
12022,7631,mortgage,2000000,10.63,active,no
12023,7633,mortgage,50000,15.29,active,no
12024,7636,personal,50000,12.04,defaulted,no
12025,7637,personal,5000000,10.6,active,no
12026,7638,mortgage,200000,8.58,defaulted,no
12027,7640,mortgage,100000,15.47,defaulted,no
12028,7641,mortgage,500000,12.78,paid,no
12029,7642,mortgage,2000000,16.3,active,no
12030,7643,mortgage,100000,14.22,active,no
12031,7644,mortgage,1000000,9.14,paid,no
12032,7645,mortgage,500000,13.21,paid,no
12033,7648,mortgage,2000000,8.64,defaulted,no
12034,7651,mortgage,1000000,12.96,active,no
12035,7652,personal,200000,11.3,paid,no
12036,7654,mortgage,1000000,13.65,active,no
12037,7655,mortgage,200000,12.83,active,no
12038,7656,mortgage,1000000,10.59,active,no
12039,7657,mortgage,500000,9.8,active,no
12040,7658,mortgage,1000000,11.74,active,no
12041,7661,mortgage,100000,16.39,active,no
12042,7662,mortgage,200000,11.99,active,no
12043,7665,mortgage,50000,14.49,active,no
12044,7666,personal,1000000,8.96,active,no
12045,7668,mortgage,200000,11.53,active,no
12046,7669,mortgage,50000,13.14,defaulted,no
12047,7671,mortgage,200000,14.51,paid,no
12048,7672,mortgage,5000000,12.73,paid,no
12049,7673,mortgage,200000,12.62,active,no
12050,7674,personal,50000,14.61,active,no
12051,7675,mortgage,50000,11.01,paid,no
12052,7676,mortgage,500000,9.22,active,no
12053,7678,mortgage,2000000,11.28,active,no
12054,7680,mortgage,5000000,9.77,active,no
12055,7681,personal,1000000,16.23,active,no
12056,7682,mortgage,1000000,13.12,paid,no
12057,7685,mortgage,5000000,12.07,paid,no
12058,7686,mortgage,200000,15.8,defaulted,no
12059,7687,mortgage,5000000,15.7,defaulted,no
12060,7688,mortgage,100000,11.83,paid,no
12061,7689,mortgage,100000,15.5,active,no
12062,7691,mortgage,2000000,9.01,active,no
12063,7693,mortgage,200000,15.59,active,no
12064,7694,mortgage,500000,10.98,active,yes
12065,7696,mortgage,50000,13.02,paid,no
12066,7697,personal,200000,10.66,active,no
12067,7698,mortgage,1000000,16.38,paid,no
12068,7699,personal,100000,9.07,paid,no
12069,7700,mortgage,100000,12.08,active,no
12070,7701,personal,100000,13.47,paid,no
12071,7702,personal,500000,13.42,paid,no
12072,7703,personal,1000000,14.41,paid,no
12073,7704,mortgage,500000,14.3,paid,no
12074,7705,mortgage,50000,14.85,active,no
12075,7706,mortgage,200000,10.37,defaulted,no
12076,7707,mortgage,200000,11.46,active,no
12077,7709,mortgage,5000000,11.56,paid,no
12078,7712,mortgage,100000,16.15,paid,no
12079,7713,mortgage,5000000,11.77,active,no
12080,7714,mortgage,100000,10.27,defaulted,no
12081,7715,mortgage,50000,13.56,defaulted,no
12082,7716,mortgage,500000,11.92,active,no
12083,7717,mortgage,2000000,10.5,paid,no
12084,7719,mortgage,2000000,14.22,defaulted,no
12085,7720,personal,2000000,10.04,active,yes
12086,7721,mortgage,1000000,13.57,defaulted,no
12087,7722,mortgage,50000,11.94,active,no
12088,7725,mortgage,200000,11.05,paid,no
12089,7726,mortgage,200000,16.07,active,no
12090,7729,mortgage,500000,11.1,active,no
12091,7730,mortgage,5000000,11.28,paid,no
12092,7732,mortgage,50000,15.47,active,no
12093,7733,personal,1000000,9.53,active,no
12094,7736,mortgage,50000,9.36,active,no
12095,7741,mortgage,50000,10.76,active,no
12096,7742,mortgage,500000,13.23,active,no
12097,7743,mortgage,1000000,11.57,active,no
12098,7744,mortgage,2000000,13.37,active,no
12099,7745,personal,200000,9.78,active,no
12100,7747,mortgage,100000,10.59,active,no
12101,7748,mortgage,5000000,13.02,active,no
12102,7749,mortgage,2000000,10.24,active,no
12103,7751,mortgage,1000000,11.88,active,no
12104,7752,mortgage,200000,13.08,active,no
12105,7753,mortgage,2000000,16.29,paid,no
12106,7754,mortgage,500000,9.14,active,no
12107,7756,mortgage,5000000,12.18,active,no
12108,7757,mortgage,1000000,11.67,active,no
12109,7758,mortgage,1000000,15.09,active,no
12110,7759,mortgage,200000,15.7,paid,no
12111,7761,mortgage,200000,15.76,active,no
12112,7762,mortgage,50000,11.5,active,no
12113,7763,mortgage,50000,10.94,active,no
12114,7764,mortgage,1000000,12.09,defaulted,no
12115,7765,mortgage,100000,11.25,active,no
12116,7766,mortgage,500000,14.25,active,no
12117,7767,mortgage,200000,10.21,defaulted,no
12118,7771,mortgage,50000,13.77,active,no
12119,7773,mortgage,500000,15.92,paid,no
12120,7776,mortgage,5000000,10.74,active,no
12121,7779,mortgage,2000000,13.92,active,no
12122,7781,mortgage,2000000,9.65,active,no
12123,7782,mortgage,1000000,9.47,active,no
12124,7783,personal,200000,9.43,active,no
12125,7785,mortgage,2000000,9.61,defaulted,no
12126,7786,mortgage,5000000,10.23,active,no
12127,7787,mortgage,200000,13.0,paid,no
12128,7788,mortgage,50000,14.64,active,no
12129,7791,mortgage,2000000,9.51,defaulted,no
12130,7792,mortgage,100000,15.46,defaulted,no
12131,7794,mortgage,2000000,15.24,active,no
12132,7796,mortgage,200000,14.32,active,no
12133,7797,mortgage,100000,11.91,paid,no
12134,7798,personal,500000,8.51,active,yes
12135,7800,mortgage,2000000,14.38,paid,no
12136,7801,mortgage,200000,15.53,defaulted,no
12137,7803,mortgage,2000000,11.18,active,no
12138,7804,mortgage,2000000,14.24,paid,no
12139,7805,mortgage,200000,9.0,active,no
12140,7806,mortgage,100000,14.18,active,yes
12141,7808,mortgage,50000,9.05,active,no
12142,7811,mortgage,5000000,13.2,active,no
12143,7812,mortgage,2000000,13.28,active,no
12144,7813,personal,1000000,10.92,active,no
12145,7814,mortgage,500000,9.13,paid,no
12146,7816,mortgage,200000,16.09,active,no
12147,7818,mortgage,2000000,12.78,active,no
12148,7820,personal,5000000,13.14,active,no
12149,7822,mortgage,50000,13.42,active,no
12150,7826,mortgage,200000,15.63,active,no
12151,7827,mortgage,2000000,8.98,active,no
12152,7830,mortgage,500000,15.65,paid,no
12153,7831,mortgage,1000000,10.42,active,no
12154,7833,mortgage,200000,9.12,paid,no
12155,7835,mortgage,2000000,13.76,active,no
12156,7836,mortgage,100000,16.32,paid,no
12157,7837,mortgage,50000,8.96,active,no
12158,7838,mortgage,1000000,11.91,active,no
12159,7839,mortgage,200000,12.74,paid,no
12160,7840,personal,2000000,10.52,paid,no
12161,7842,mortgage,1000000,16.36,active,no
12162,7843,personal,100000,13.63,defaulted,no
12163,7845,mortgage,200000,15.25,paid,no
12164,7846,mortgage,1000000,11.83,active,no
12165,7848,mortgage,200000,11.33,active,no
12166,7849,mortgage,200000,12.93,active,no
12167,7850,mortgage,1000000,11.98,active,no
12168,7851,mortgage,200000,14.22,active,no
12169,7852,mortgage,100000,10.63,active,no
12170,7853,mortgage,1000000,12.1,active,no
12171,7854,mortgage,2000000,15.66,active,no
12172,7855,mortgage,5000000,14.55,active,no
12173,7856,mortgage,1000000,9.84,active,no
12174,7857,mortgage,100000,15.59,active,no
12175,7860,mortgage,100000,13.21,active,no
12176,7863,mortgage,100000,13.93,active,no
12177,7867,mortgage,2000000,10.85,paid,no
12178,7869,mortgage,2000000,12.03,defaulted,no
12179,7870,mortgage,5000000,14.95,active,no
12180,7871,mortgage,5000000,11.15,active,no
12181,7872,personal,200000,9.82,paid,no
12182,7873,mortgage,200000,11.53,active,no
12183,7875,mortgage,500000,9.05,active,no
12184,7876,mortgage,5000000,14.24,active,no
12185,7878,mortgage,5000000,9.68,active,no
12186,7879,mortgage,200000,10.78,active,no
12187,7880,mortgage,100000,15.55,defaulted,no
12188,7883,mortgage,500000,12.82,active,no
12189,7886,mortgage,5000000,11.07,paid,no
12190,7887,mortgage,100000,12.88,active,no
12191,7889,mortgage,50000,10.25,active,no
12192,7890,mortgage,5000000,8.7,active,no
12193,7891,mortgage,2000000,13.33,paid,no
12194,7895,mortgage,1000000,14.21,active,no
12195,7896,mortgage,50000,15.54,active,no
12196,7897,mortgage,2000000,14.68,active,no
12197,7899,mortgage,2000000,15.91,active,no
12198,7900,mortgage,100000,16.39,active,no
12199,7901,mortgage,200000,14.46,active,no
12200,7902,mortgage,1000000,15.44,active,no
12201,7903,mortgage,200000,13.89,active,no
12202,7904,mortgage,200000,9.87,paid,no
12203,7905,mortgage,5000000,9.95,paid,no
12204,7906,personal,1000000,9.38,active,no
12205,7907,mortgage,1000000,16.04,active,no
12206,7908,mortgage,50000,13.88,active,no
12207,7909,mortgage,100000,14.82,paid,no
12208,7910,personal,200000,11.15,active,no
12209,7911,mortgage,100000,12.18,active,no
12210,7913,mortgage,100000,8.82,paid,no
12211,7914,personal,5000000,15.61,active,no
12212,7915,mortgage,500000,15.32,active,no
12213,7917,mortgage,50000,14.78,active,no
12214,7918,mortgage,200000,8.97,active,no
12215,7919,mortgage,2000000,9.89,paid,no
12216,7921,mortgage,1000000,11.17,active,no
12217,7923,mortgage,1000000,10.6,active,no
12218,7924,mortgage,100000,15.21,active,no
12219,7925,mortgage,50000,10.06,defaulted,yes
12220,7926,mortgage,50000,12.76,active,no
12221,7928,mortgage,200000,13.07,paid,no
12222,7929,mortgage,200000,11.9,active,no
12223,7930,mortgage,100000,10.43,active,no
12224,7931,mortgage,100000,16.18,paid,no
12225,7932,mortgage,100000,11.81,paid,no
12226,7933,mortgage,500000,14.32,paid,no
12227,7935,mortgage,50000,9.97,active,no
12228,7938,mortgage,100000,15.08,active,no
12229,7940,personal,5000000,10.23,active,no
12230,7943,mortgage,50000,13.9,paid,no
12231,7944,mortgage,2000000,12.55,paid,no
12232,7946,mortgage,1000000,9.67,active,no
12233,7947,mortgage,1000000,8.7,active,no
12234,7949,mortgage,50000,15.95,paid,no
12235,7950,mortgage,2000000,9.51,active,no
12236,7953,personal,1000000,14.14,active,no
12237,7957,mortgage,1000000,13.72,paid,no
12238,7958,mortgage,1000000,11.23,active,no
12239,7959,mortgage,200000,9.98,active,no
12240,7960,mortgage,2000000,9.93,paid,no
12241,7965,mortgage,200000,13.18,active,no
12242,7967,mortgage,50000,12.88,active,no
12243,7968,mortgage,50000,15.51,active,no
12244,7971,mortgage,500000,13.62,active,no
12245,7973,mortgage,200000,15.05,active,no
12246,7974,mortgage,50000,8.76,paid,no
12247,7975,mortgage,200000,13.87,defaulted,no
12248,7977,mortgage,500000,10.37,active,no
12249,7978,mortgage,50000,10.52,paid,no
12250,7981,mortgage,50000,14.26,active,no
12251,7982,personal,50000,14.85,active,no
12252,7983,mortgage,50000,11.47,active,no
12253,7984,mortgage,100000,14.82,defaulted,no
12254,7988,mortgage,2000000,12.05,defaulted,no
12255,7990,mortgage,2000000,15.36,active,no
12256,7991,mortgage,200000,8.7,active,no
12257,7992,personal,200000,9.17,defaulted,no
12258,7993,mortgage,200000,14.71,active,no
12259,7994,mortgage,500000,13.49,paid,no
12260,7996,mortgage,5000000,12.97,active,no
12261,7997,mortgage,100000,13.41,active,no
12262,7998,mortgage,5000000,15.94,active,no
12263,7999,mortgage,200000,13.74,active,no
12264,8000,mortgage,200000,13.68,paid,no
12265,8002,personal,50000,14.58,active,no
12266,8003,mortgage,5000000,15.43,active,no
12267,8004,mortgage,50000,10.6,active,no
12268,8005,mortgage,5000000,13.43,active,no
12269,8006,mortgage,5000000,13.17,active,no
12270,8009,mortgage,50000,9.58,active,no
12271,8011,mortgage,200000,12.66,active,no
12272,8013,mortgage,50000,9.06,defaulted,no
12273,8015,mortgage,200000,9.98,active,no
12274,8017,mortgage,5000000,15.8,active,no
12275,8018,mortgage,500000,9.45,paid,no
12276,8020,mortgage,500000,13.13,paid,no
12277,8021,mortgage,1000000,11.09,active,no
12278,8022,mortgage,100000,12.94,active,no
12279,8023,personal,50000,10.38,active,no
12280,8024,mortgage,2000000,12.06,active,no
12281,8026,mortgage,50000,15.44,paid,no
12282,8027,mortgage,100000,11.51,paid,no
12283,8028,personal,5000000,11.32,active,no
12284,8030,mortgage,100000,12.07,active,no
12285,8031,mortgage,5000000,9.3,active,no
12286,8032,mortgage,1000000,11.6,active,no
12287,8033,mortgage,100000,8.56,active,no
12288,8035,personal,200000,12.53,active,yes
12289,8037,mortgage,50000,15.28,paid,no
12290,8038,mortgage,100000,12.92,active,no
12291,8040,mortgage,200000,13.36,active,no
12292,8043,mortgage,100000,8.74,active,no
12293,8044,mortgage,2000000,15.38,active,no
12294,8045,mortgage,200000,11.58,paid,no
12295,8046,personal,500000,16.3,paid,no
12296,8047,mortgage,200000,9.46,active,no
12297,8048,mortgage,1000000,16.06,defaulted,no
12298,8049,mortgage,5000000,13.57,paid,no
12299,8050,personal,200000,8.92,paid,no
12300,8051,mortgage,100000,16.27,active,no
12301,8052,mortgage,500000,8.61,active,no
12302,8053,mortgage,500000,14.35,active,no
12303,8054,mortgage,200000,15.62,active,no
12304,8055,mortgage,100000,9.91,paid,no
12305,8056,mortgage,500000,11.25,active,no
12306,8057,mortgage,2000000,12.99,paid,no
12307,8058,mortgage,200000,13.94,active,no
12308,8059,mortgage,200000,15.48,active,no
12309,8062,mortgage,5000000,14.59,active,no
12310,8063,mortgage,200000,11.41,active,no
12311,8067,mortgage,500000,15.07,active,no
12312,8070,personal,50000,16.23,paid,no
12313,8071,mortgage,100000,10.32,paid,no
12314,8073,mortgage,1000000,9.09,active,no
12315,8077,mortgage,1000000,11.91,defaulted,no
12316,8080,mortgage,100000,15.55,active,no
12317,8081,mortgage,50000,9.7,active,no
12318,8083,mortgage,5000000,15.59,active,no
12319,8084,mortgage,5000000,16.44,active,no
12320,8088,personal,5000000,8.93,active,no
12321,8091,mortgage,5000000,12.46,paid,no
12322,8092,mortgage,100000,11.13,defaulted,yes
12323,8093,mortgage,200000,11.65,paid,no
12324,8097,mortgage,2000000,12.11,active,no
12325,8100,mortgage,100000,14.42,paid,no
12326,8102,mortgage,100000,13.23,active,no
12327,8103,mortgage,2000000,16.19,active,no
12328,8104,mortgage,500000,11.16,paid,no
12329,8105,mortgage,1000000,12.83,defaulted,no
12330,8107,mortgage,1000000,15.01,active,no
12331,8109,mortgage,200000,11.48,active,no
12332,8112,mortgage,2000000,12.22,active,no
12333,8113,mortgage,5000000,13.98,active,no
12334,8114,mortgage,5000000,15.39,active,no
12335,8118,mortgage,200000,11.83,active,no
12336,8120,mortgage,500000,12.76,active,no
12337,8121,mortgage,200000,16.3,active,no
12338,8125,mortgage,2000000,8.84,active,no
12339,8128,mortgage,2000000,12.09,active,no
12340,8129,mortgage,50000,13.59,paid,no
12341,8131,mortgage,500000,8.57,active,no
12342,8133,mortgage,2000000,13.27,active,no
12343,8134,mortgage,2000000,8.95,active,no
12344,8135,mortgage,500000,15.36,active,no
12345,8136,personal,5000000,14.96,active,yes
12346,8137,mortgage,100000,8.76,active,no
12347,8138,mortgage,5000000,8.89,paid,no
12348,8139,mortgage,100000,14.53,active,no
12349,8140,mortgage,50000,11.46,paid,no
12350,8142,mortgage,5000000,13.1,active,no
12351,8145,mortgage,2000000,10.66,active,no
12352,8146,mortgage,500000,9.88,active,no
12353,8147,mortgage,500000,10.87,defaulted,no
12354,8149,mortgage,100000,10.47,active,no
12355,8150,mortgage,5000000,12.09,active,no
12356,8151,mortgage,1000000,14.47,active,no
12357,8154,mortgage,1000000,12.93,paid,no
12358,8155,mortgage,2000000,13.37,paid,no
12359,8156,mortgage,100000,12.26,active,no
12360,8157,mortgage,2000000,11.1,paid,no
12361,8158,mortgage,200000,9.65,active,no
12362,8161,mortgage,500000,11.34,active,no
12363,8162,mortgage,5000000,13.82,paid,no
12364,8164,mortgage,5000000,14.37,defaulted,no
12365,8165,mortgage,2000000,12.25,active,no
12366,8166,mortgage,50000,13.66,active,no
12367,8169,mortgage,5000000,10.18,active,no
12368,8171,mortgage,1000000,15.38,defaulted,no
12369,8173,mortgage,2000000,15.43,active,no
12370,8174,mortgage,200000,11.06,paid,no
12371,8176,mortgage,500000,12.88,active,no
12372,8177,mortgage,5000000,13.35,active,no
12373,8178,mortgage,200000,12.28,active,no
12374,8179,mortgage,2000000,15.79,active,no
12375,8180,mortgage,500000,14.42,active,no
12376,8181,mortgage,500000,13.88,defaulted,no
12377,8182,mortgage,100000,12.66,active,no
12378,8183,mortgage,100000,9.18,active,no
12379,8185,mortgage,50000,9.36,paid,no
12380,8187,mortgage,50000,10.89,active,no
12381,8189,mortgage,5000000,10.19,active,no
12382,8190,mortgage,200000,16.12,paid,no
12383,8191,mortgage,100000,11.78,paid,no
12384,8192,mortgage,500000,15.51,active,no
12385,8194,personal,100000,15.04,paid,no
12386,8196,mortgage,500000,15.0,active,no
12387,8198,mortgage,100000,10.23,paid,no
12388,8200,mortgage,500000,12.08,active,no
12389,8202,mortgage,200000,11.04,active,no
12390,8203,mortgage,100000,16.26,active,no
12391,8204,mortgage,1000000,15.51,active,no
12392,8205,mortgage,1000000,10.5,active,no
12393,8206,mortgage,500000,11.01,paid,no
12394,8207,mortgage,200000,12.73,paid,no
12395,8210,mortgage,500000,10.73,paid,no
12396,8211,personal,200000,15.1,active,no
12397,8213,mortgage,50000,15.05,paid,yes
12398,8214,personal,100000,14.29,paid,no
12399,8216,mortgage,200000,14.01,active,no
12400,8219,mortgage,500000,12.88,active,no
12401,8221,mortgage,5000000,11.28,active,no
12402,8223,mortgage,5000000,15.2,active,no
12403,8225,mortgage,50000,15.37,defaulted,no
12404,8226,mortgage,5000000,8.9,active,no
12405,8227,mortgage,500000,11.69,active,no
12406,8229,mortgage,1000000,8.71,paid,no
12407,8230,mortgage,1000000,15.22,active,no
12408,8231,mortgage,100000,9.92,active,no
12409,8233,mortgage,2000000,13.89,active,no
12410,8234,mortgage,100000,11.36,active,no
12411,8236,mortgage,5000000,15.03,active,no
12412,8237,mortgage,50000,12.58,paid,no
12413,8238,mortgage,5000000,11.1,active,no
12414,8239,mortgage,1000000,11.09,active,no
12415,8240,mortgage,200000,11.12,active,no
12416,8241,mortgage,1000000,14.81,active,no
12417,8242,mortgage,2000000,14.19,paid,no
12418,8243,mortgage,100000,11.05,active,no
12419,8244,personal,500000,12.42,paid,no
12420,8245,mortgage,5000000,9.11,active,no
12421,8246,personal,50000,15.12,active,no
12422,8247,mortgage,2000000,10.63,active,no
12423,8249,mortgage,1000000,15.61,active,no
12424,8250,mortgage,200000,13.27,defaulted,no
12425,8252,mortgage,2000000,13.04,active,no
12426,8254,mortgage,200000,9.8,paid,no
12427,8256,mortgage,200000,9.06,active,no
12428,8257,mortgage,50000,12.92,active,no
12429,8258,personal,200000,12.24,active,no
12430,8259,mortgage,200000,9.46,active,no
12431,8260,mortgage,1000000,15.18,active,no
12432,8263,mortgage,50000,11.84,active,no
12433,8265,personal,500000,10.58,paid,no
12434,8267,mortgage,500000,14.81,paid,no
12435,8268,mortgage,200000,15.8,paid,no
12436,8269,personal,2000000,10.95,active,no
12437,8272,mortgage,100000,14.71,active,no
12438,8274,mortgage,50000,13.72,active,no
12439,8275,mortgage,5000000,16.42,active,no
12440,8276,personal,100000,10.13,active,yes
12441,8277,mortgage,50000,16.19,active,no
12442,8278,mortgage,50000,11.02,defaulted,no
12443,8279,mortgage,1000000,11.8,paid,no
12444,8280,mortgage,200000,11.37,paid,no
12445,8281,mortgage,1000000,10.65,defaulted,no
12446,8283,personal,2000000,14.05,paid,no
12447,8284,mortgage,5000000,13.21,active,no
12448,8285,mortgage,100000,10.95,paid,no
12449,8288,mortgage,100000,9.56,active,no
12450,8290,mortgage,500000,11.04,active,no
12451,8292,mortgage,2000000,11.55,active,no
12452,8293,mortgage,5000000,11.55,active,no
12453,8295,mortgage,2000000,11.36,paid,no
12454,8296,mortgage,1000000,8.89,paid,no
12455,8298,personal,1000000,12.21,active,no
12456,8299,mortgage,2000000,15.19,active,no
12457,8300,mortgage,1000000,9.94,active,no
12458,8301,mortgage,500000,9.67,active,no
12459,8302,mortgage,5000000,12.27,active,no
12460,8304,mortgage,5000000,11.46,defaulted,no
12461,8307,mortgage,1000000,12.99,active,no
12462,8309,mortgage,1000000,16.08,defaulted,no
12463,8311,mortgage,5000000,14.59,active,no
12464,8312,mortgage,2000000,14.0,active,no
12465,8314,mortgage,5000000,11.83,active,no
12466,8315,personal,2000000,10.8,active,no
12467,8316,personal,1000000,12.82,active,no
12468,8317,personal,1000000,15.58,paid,no
12469,8319,personal,2000000,15.51,active,no
12470,8320,mortgage,100000,12.06,active,no
12471,8321,mortgage,200000,10.47,active,no
12472,8322,mortgage,100000,10.3,active,no
12473,8326,mortgage,1000000,8.77,active,no
12474,8328,mortgage,50000,15.24,defaulted,no
12475,8330,mortgage,50000,10.62,active,no
12476,8331,mortgage,500000,11.37,active,no
12477,8333,mortgage,100000,14.97,active,no
12478,8334,mortgage,2000000,9.46,paid,no
12479,8335,mortgage,500000,12.19,active,no
12480,8337,mortgage,500000,9.48,paid,no
12481,8340,mortgage,50000,12.03,active,no
12482,8341,mortgage,100000,8.88,active,no
12483,8342,mortgage,200000,12.64,active,no
12484,8343,mortgage,5000000,14.87,active,no
12485,8344,personal,2000000,13.91,active,no
12486,8345,mortgage,100000,12.57,active,no
12487,8347,mortgage,500000,15.13,active,no
12488,8350,mortgage,1000000,10.32,paid,no
12489,8351,mortgage,500000,15.15,active,no
12490,8355,mortgage,100000,10.71,active,no
12491,8356,mortgage,50000,11.4,active,no
12492,8357,mortgage,5000000,9.53,active,no
12493,8360,mortgage,100000,9.31,active,no
12494,8362,mortgage,200000,15.96,active,no
12495,8364,mortgage,2000000,10.02,active,no
12496,8366,mortgage,2000000,11.17,active,no
12497,8367,personal,1000000,12.73,active,no
12498,8368,mortgage,1000000,11.28,active,no
12499,8373,mortgage,500000,15.46,defaulted,no
12500,8375,mortgage,100000,15.71,active,no
12501,8376,mortgage,2000000,11.11,paid,no
12502,8381,mortgage,50000,9.24,active,no
12503,8382,mortgage,200000,10.18,paid,no
12504,8383,personal,500000,12.3,paid,no
12505,8386,mortgage,100000,10.81,active,no
12506,8388,mortgage,50000,12.13,active,no
12507,8391,mortgage,100000,14.57,paid,no
12508,8394,mortgage,50000,11.87,active,no
12509,8396,mortgage,5000000,10.08,active,no
12510,8397,mortgage,100000,11.36,active,no
12511,8398,personal,100000,14.44,active,no
12512,8399,personal,5000000,11.89,paid,no
12513,8402,mortgage,2000000,10.5,active,no
12514,8403,mortgage,500000,11.92,active,no
12515,8405,mortgage,100000,12.14,active,no
12516,8406,personal,100000,10.87,active,no
12517,8410,mortgage,500000,16.47,active,no
12518,8411,mortgage,500000,14.64,active,no
12519,8412,personal,1000000,14.04,active,no
12520,8413,mortgage,1000000,15.34,active,no
12521,8414,mortgage,2000000,13.83,active,no
12522,8415,mortgage,500000,14.83,paid,no
12523,8416,mortgage,5000000,11.8,active,yes
12524,8417,mortgage,200000,12.5,active,no
12525,8424,mortgage,2000000,8.88,paid,no
