campaign_id,customer_id,contact_method,contact_day,contact_month,call_duration_sec,num_contacts,subscribed_deposit
7789,6789,unknown,16,may,806,4,no
7790,6790,unknown,26,may,193,2,no
7791,6791,unknown,13,sep,69,1,no
7792,6792,cellular,14,aug,52,4,no
7793,6793,unknown,14,may,125,1,no
7794,6794,unknown,2,jun,227,15,no
7795,6795,cellular,21,nov,239,2,no
7796,6796,unknown,6,may,128,1,no
7797,6797,cellular,5,may,233,2,no
7798,6798,cellular,5,feb,576,1,no
7799,6799,unknown,20,jun,415,4,no
7800,6800,telephone,16,apr,127,7,no
7801,6801,unknown,7,may,214,2,no
7802,6802,unknown,23,may,922,2,no
7803,6803,cellular,17,jul,184,1,no
7804,6804,cellular,11,may,308,1,no
7805,6805,cellular,12,may,139,2,no
7806,6806,cellular,26,aug,80,16,no
7807,6807,unknown,6,may,129,1,no
7808,6808,cellular,14,apr,356,1,no
7809,6809,cellular,15,apr,54,1,no
7810,6810,telephone,17,nov,81,1,no
7811,6811,cellular,12,nov,319,1,no
7812,6812,cellular,19,nov,277,1,no
7813,6813,cellular,20,nov,114,1,no
7814,6814,cellular,13,may,93,1,no
7815,6815,cellular,15,jul,130,1,no
7816,6816,cellular,19,aug,1241,3,no
7817,6817,unknown,5,may,232,3,no
7818,6818,cellular,22,jul,423,1,no
7819,6819,cellular,19,nov,122,1,no
7820,6820,cellular,9,feb,79,4,no
7821,6821,cellular,20,nov,55,1,no
7822,6822,cellular,31,jul,22,7,no
7823,6823,unknown,6,jun,256,1,no
7824,6824,cellular,17,apr,707,1,no
7825,6825,cellular,12,may,176,2,no
7826,6826,cellular,20,apr,766,2,no
7827,6827,cellular,17,apr,208,2,no
7828,6828,cellular,15,jul,107,4,no
7829,6829,cellular,28,jul,201,3,no
7830,6830,cellular,29,jan,194,1,no
7831,6831,unknown,21,may,206,3,no
7832,6832,cellular,6,may,109,1,no
7833,6833,unknown,6,may,79,1,no
7834,6834,cellular,27,aug,472,3,no
7835,6835,cellular,30,jul,647,10,no
7836,6836,cellular,14,oct,632,2,no
7837,6837,unknown,26,may,45,5,no
7838,6838,cellular,15,jul,146,4,no
7839,6839,unknown,16,may,73,1,no
7840,6840,cellular,5,may,399,1,no
7841,6841,unknown,16,jun,124,2,no
7842,6842,telephone,12,nov,119,1,no
7843,6843,cellular,12,may,145,1,no
7844,6844,unknown,30,may,124,3,no
7845,6845,unknown,17,jun,107,1,no
7846,6846,cellular,28,aug,117,8,no
7847,6847,cellular,8,aug,111,2,no
7848,6848,unknown,3,jul,515,2,no
7849,6849,cellular,18,aug,205,4,no
7850,6850,telephone,4,feb,75,1,no
7851,6851,cellular,14,aug,503,4,no
7852,6852,cellular,13,aug,275,5,no
7853,6853,cellular,16,apr,948,1,no
7854,6854,cellular,25,nov,295,1,no
7855,6855,cellular,21,aug,79,2,no
7856,6856,cellular,11,jul,141,2,no
7857,6857,unknown,26,may,166,2,no
7858,6858,telephone,13,may,29,4,no
7859,6859,cellular,2,feb,157,1,no
7860,6860,cellular,18,nov,448,1,no
7861,6861,unknown,30,may,70,1,no
7862,6862,telephone,7,jul,229,5,no
7863,6863,cellular,7,may,160,2,no
7864,6864,telephone,7,jul,238,8,no
7865,6865,cellular,15,apr,238,3,no
7866,6866,cellular,22,aug,102,6,no
7867,6867,cellular,31,jul,74,2,no
7868,6868,telephone,18,nov,52,1,no
7869,6869,unknown,6,jun,60,3,no
7870,6870,unknown,8,may,186,1,no
7871,6871,cellular,15,may,29,1,no
7872,6872,cellular,25,jul,57,3,no
7873,6873,cellular,17,nov,107,2,no
7874,6874,cellular,2,feb,280,1,no
7875,6875,cellular,20,oct,139,2,no
7876,6876,cellular,14,jul,72,3,no
7877,6877,unknown,16,may,216,1,no
7878,6878,unknown,17,jun,132,2,no
7879,6879,cellular,7,aug,132,2,no
7880,6880,cellular,20,nov,88,1,no
7881,6881,telephone,18,nov,40,1,no
7882,6882,unknown,4,jun,188,2,no
7883,6883,unknown,13,may,161,1,no
7884,6884,cellular,31,jul,68,3,no
7885,6885,cellular,9,feb,47,4,no
7886,6886,cellular,18,may,196,3,no
7887,6887,cellular,15,may,133,1,no
7888,6888,unknown,20,jun,139,1,no
7889,6889,cellular,25,jul,174,3,no
7890,6890,cellular,5,aug,104,3,no
7891,6891,cellular,12,aug,121,2,no
7892,6892,unknown,21,may,211,1,no
7893,6893,cellular,24,aug,315,1,no
7894,6894,unknown,20,jun,256,3,no
7895,6895,telephone,28,jan,49,3,no
7896,6896,unknown,7,may,361,2,no
7897,6897,unknown,20,jun,398,2,no
7898,6898,cellular,18,may,336,1,no
7899,6899,cellular,8,aug,358,3,no
7900,6900,cellular,2,jun,101,1,no
7901,6901,cellular,20,aug,98,4,no
7902,6902,telephone,20,nov,114,2,no
7903,6903,cellular,6,feb,101,3,no
7904,6904,cellular,6,feb,161,1,no
7905,6905,cellular,25,aug,392,6,no
7906,6906,unknown,19,may,285,1,no
7907,6907,cellular,26,aug,64,2,no
7908,6908,cellular,28,aug,195,6,no
7909,6909,cellular,6,aug,290,2,no
7910,6910,cellular,17,apr,41,1,no
7911,6911,cellular,17,nov,283,1,no
7912,6912,cellular,18,nov,113,3,no
7913,6913,cellular,18,nov,99,1,no
7914,6914,cellular,17,nov,116,2,no
7915,6915,cellular,22,aug,239,2,no
7916,6916,cellular,21,nov,195,1,no
7917,6917,cellular,15,may,338,1,no
7918,6918,unknown,9,jun,97,1,no
7919,6919,cellular,7,oct,1386,1,no
7920,6920,unknown,14,may,97,5,no
7921,6921,unknown,28,may,99,2,no
7922,6922,cellular,26,aug,76,4,no
7923,6923,cellular,16,apr,517,1,no
7924,6924,unknown,13,may,456,1,no
7925,6925,cellular,19,nov,635,3,no
7926,6926,cellular,17,apr,126,1,no
7927,6927,cellular,17,nov,148,2,no
7928,6928,cellular,15,may,12,5,no
7929,6929,unknown,23,may,58,1,no
7930,6930,cellular,20,apr,62,4,no
7931,6931,unknown,30,may,120,6,no
7932,6932,cellular,18,may,13,3,no
7933,6933,cellular,20,nov,661,4,no
7934,6934,cellular,20,apr,200,3,no
7935,6935,cellular,25,aug,36,3,no
7936,6936,unknown,26,may,76,2,no
7937,6937,cellular,17,apr,1426,2,no
7938,6938,cellular,18,nov,92,1,no
7939,6939,unknown,20,may,148,1,no
7940,6940,cellular,21,jul,177,1,no
7941,6941,cellular,5,feb,47,2,no
7942,6942,cellular,11,may,279,1,no
7943,6943,cellular,17,nov,48,1,no
7944,6944,unknown,5,may,174,5,no
7945,6945,unknown,16,jun,73,4,no
7946,6946,cellular,5,feb,185,1,no
7947,6947,unknown,18,jun,373,4,no
7948,6948,cellular,26,aug,31,8,no
7949,6949,cellular,18,nov,155,2,no
7950,6950,cellular,21,nov,318,1,no
7951,6951,cellular,22,aug,87,4,no
7952,6952,cellular,7,jul,21,2,no
7953,6953,cellular,25,aug,152,3,no
7954,6954,cellular,13,aug,376,4,no
7955,6955,cellular,12,jun,136,3,no
7956,6956,cellular,22,aug,61,4,no
7957,6957,unknown,6,jun,432,1,no
7958,6958,unknown,20,jun,72,3,no
7959,6959,cellular,18,jul,197,3,no
7960,6960,telephone,11,may,58,3,no
7961,6961,cellular,26,aug,130,10,no
7962,6962,cellular,17,nov,93,3,no
7963,6963,unknown,14,may,243,1,no
7964,6964,unknown,4,jul,191,2,no
7965,6965,unknown,30,may,509,2,no
7966,6966,cellular,17,apr,307,1,no
7967,6967,unknown,29,may,175,3,no
7968,6968,cellular,17,apr,359,1,no
7969,6969,telephone,12,may,15,1,no
7970,6970,cellular,4,feb,56,1,no
7971,6971,unknown,13,may,161,1,no
7972,6972,cellular,2,jul,153,1,no
7973,6973,cellular,21,nov,173,1,no
7974,6974,cellular,15,may,56,1,no
7975,6975,unknown,5,jun,112,2,no
7976,6976,cellular,7,may,191,1,no
7977,6977,unknown,27,may,145,2,no
7978,6978,cellular,14,jul,149,3,no
7979,6979,unknown,29,may,122,10,no
7980,6980,cellular,29,jul,122,7,no
7981,6981,cellular,16,sep,234,1,no
7982,6982,cellular,30,jan,1169,4,no
7983,6983,cellular,17,apr,180,2,no
7984,6984,unknown,16,may,343,4,no
7985,6985,cellular,27,aug,38,6,no
7986,6986,cellular,13,aug,236,3,no
7987,6987,unknown,4,jun,25,1,no
7988,6988,unknown,16,jun,87,3,no
7989,6989,cellular,18,nov,251,2,no
7990,6990,cellular,17,nov,113,1,no
7991,6991,unknown,18,jun,533,3,no
7992,6992,unknown,20,jun,98,2,no
7993,6993,cellular,5,jun,317,1,no
7994,6994,unknown,6,may,267,2,no
7995,6995,cellular,22,jul,216,2,no
7996,6996,unknown,19,may,457,5,no
7997,6997,cellular,29,jan,50,2,no
7998,6998,telephone,7,jul,46,2,no
7999,6999,cellular,27,may,133,2,no
8000,7000,cellular,7,may,138,1,no
8001,7001,cellular,5,may,574,2,no
8002,7002,cellular,7,aug,224,2,no
8003,7003,cellular,6,aug,115,4,no
8004,7004,unknown,13,may,262,2,no
8005,7005,cellular,22,jul,255,1,no
8006,7006,unknown,9,may,338,4,no
8007,7007,unknown,3,jun,137,3,no
8008,7008,cellular,4,feb,99,3,no
8009,7009,cellular,20,nov,260,1,no
8010,7010,cellular,6,feb,93,1,no
8011,7011,unknown,30,may,169,3,no
8012,7012,unknown,29,may,150,1,no
8013,7013,cellular,22,aug,90,2,no
8014,7014,cellular,30,jan,127,2,no
8015,7015,unknown,7,may,109,1,no
8016,7016,telephone,17,nov,127,4,no
8017,7017,cellular,19,nov,559,1,no
8018,7018,cellular,12,aug,306,2,no
8019,7019,unknown,12,may,63,3,no
8020,7020,cellular,6,may,36,1,no
8021,7021,unknown,27,may,265,2,no
8022,7022,cellular,7,aug,235,1,no
8023,7023,unknown,13,may,120,1,no
8024,7024,unknown,9,jun,199,4,no
8025,7025,unknown,9,jun,96,1,no
8026,7026,unknown,18,jun,122,1,no
8027,7027,unknown,2,jun,64,1,no
8028,7028,cellular,11,jul,439,2,no
8029,7029,cellular,19,nov,177,1,no
8030,7030,cellular,11,aug,249,5,no
8031,7031,cellular,20,nov,972,2,no
8032,7032,cellular,20,apr,63,4,no
8033,7033,cellular,16,aug,143,2,no
8034,7034,cellular,17,apr,345,1,no
8035,7035,cellular,7,jul,559,4,no
8036,7036,unknown,16,jun,253,2,no
8037,7037,cellular,18,jul,580,7,no
8038,7038,unknown,29,may,144,1,no
8039,7039,cellular,17,jul,301,1,no
8040,7040,cellular,14,jul,53,8,no
8041,7041,unknown,28,may,189,1,no
8042,7042,cellular,2,nov,101,3,no
8043,7043,cellular,16,apr,62,1,no
8044,7044,telephone,3,feb,26,2,no
8045,7045,telephone,9,feb,16,5,no
8046,7046,cellular,16,jul,157,2,no
8047,7047,cellular,29,jan,225,1,no
8048,7048,unknown,8,may,712,1,no
8049,7049,cellular,28,jan,70,1,no
8050,7050,unknown,14,may,103,5,no
8051,7051,cellular,9,apr,268,1,no
8052,7052,unknown,4,jun,298,2,no
8053,7053,cellular,30,jul,134,24,no
8054,7054,cellular,5,feb,124,2,no
8055,7055,cellular,8,may,340,2,no
8056,7056,unknown,9,jun,254,1,no
8057,7057,cellular,29,jan,404,2,no
8058,7058,cellular,17,jul,747,1,no
8059,7059,cellular,21,nov,140,1,no
8060,7060,telephone,28,jan,54,3,no
8061,7061,cellular,30,jan,651,2,no
8062,7062,unknown,20,may,57,1,no
8063,7063,unknown,3,jun,193,2,no
8064,7064,cellular,24,sep,157,3,no
8065,7065,cellular,30,jul,61,5,no
8066,7066,unknown,12,jun,97,1,no
8067,7067,unknown,27,may,235,5,no
8068,7068,cellular,21,nov,135,2,no
8069,7069,cellular,26,aug,109,14,no
8070,7070,cellular,30,jul,94,5,no
8071,7071,cellular,5,feb,251,1,no
8072,7072,cellular,26,aug,76,2,no
8073,7073,cellular,13,apr,363,2,no
8074,7074,cellular,23,jul,106,3,no
8075,7075,cellular,20,apr,281,1,no
8076,7076,cellular,13,aug,78,2,no
8077,7077,cellular,15,jul,56,4,no
8078,7078,cellular,13,aug,127,2,no
8079,7079,unknown,23,may,74,4,no
8080,7080,cellular,7,jul,161,1,no
8081,7081,unknown,20,jun,109,3,no
8082,7082,unknown,9,jun,189,2,no
8083,7083,cellular,5,aug,648,2,no
8084,7084,cellular,29,jul,63,5,no
8085,7085,unknown,28,may,160,3,no
8086,7086,unknown,27,may,514,1,no
8087,7087,unknown,6,may,278,1,no
8088,7088,cellular,24,dec,520,3,no
8089,7089,cellular,15,apr,217,2,no
8090,7090,cellular,23,jul,117,1,no
8091,7091,unknown,17,jun,344,2,no
8092,7092,cellular,17,apr,365,1,no
8093,7093,cellular,6,aug,181,2,no
8094,7094,cellular,14,apr,441,2,no
8095,7095,cellular,7,apr,226,2,no
8096,7096,cellular,21,nov,54,1,no
8097,7097,telephone,12,jan,140,1,no
8098,7098,cellular,4,feb,45,2,no
8099,7099,cellular,14,may,165,1,no
8100,7100,unknown,27,jun,114,4,no
8101,7101,cellular,7,aug,274,2,no
8102,7102,cellular,8,jul,107,2,no
8103,7103,cellular,29,jan,181,1,no
8104,7104,unknown,13,may,205,3,no
8105,7105,cellular,7,jul,103,1,no
8106,7106,unknown,26,may,152,2,no
8107,7107,cellular,28,jul,307,2,no
8108,7108,unknown,23,may,109,2,no
8109,7109,cellular,6,aug,127,2,no
8110,7110,unknown,16,jun,131,1,no
8111,7111,unknown,15,may,334,10,no
8112,7112,unknown,8,may,285,1,no
8113,7113,cellular,20,nov,77,1,no
8114,7114,cellular,14,may,132,2,no
8115,7115,cellular,12,may,173,2,no
8116,7116,unknown,23,may,90,1,no
8117,7117,cellular,6,may,97,2,no
8118,7118,cellular,20,nov,208,1,no
8119,7119,cellular,29,aug,461,2,no
8120,7120,cellular,21,nov,306,1,no
8121,7121,unknown,18,jun,719,13,no
8122,7122,cellular,8,may,376,3,no
8123,7123,cellular,29,oct,140,2,no
8124,7124,cellular,15,may,894,2,no
8125,7125,unknown,3,jul,269,2,no
8126,7126,cellular,2,feb,141,1,no
8127,7127,unknown,30,may,243,3,no
8128,7128,cellular,15,jul,163,6,no
8129,7129,cellular,29,jan,339,2,no
8130,7130,cellular,15,jul,118,5,no
8131,7131,unknown,27,may,355,1,no
8132,7132,cellular,17,apr,191,4,no
8133,7133,cellular,7,aug,173,2,no
8134,7134,cellular,30,apr,264,2,no
8135,7135,telephone,21,nov,29,4,no
8136,7136,cellular,11,aug,103,4,no
8137,7137,unknown,23,may,34,2,no
8138,7138,cellular,29,jan,348,1,no
8139,7139,unknown,13,may,116,1,no
8140,7140,cellular,11,may,269,3,no
8141,7141,telephone,11,aug,95,1,no
8142,7142,telephone,9,jul,337,1,no
8143,7143,cellular,12,aug,71,1,no
8144,7144,cellular,6,may,37,1,no
8145,7145,unknown,30,may,57,1,no
8146,7146,cellular,14,apr,114,1,no
8147,7147,cellular,13,may,224,1,no
8148,7148,cellular,24,jul,140,2,no
8149,7149,unknown,11,jun,36,2,no
8150,7150,cellular,10,jul,45,1,no
8151,7151,cellular,25,jul,250,3,no
8152,7152,unknown,18,jun,100,4,no
8153,7153,cellular,18,nov,48,1,no
8154,7154,cellular,29,jul,367,1,no
8155,7155,cellular,12,apr,203,1,no
8156,7156,unknown,5,jun,99,2,no
8157,7157,unknown,29,may,565,1,no
8158,7158,cellular,11,may,275,2,no
8159,7159,cellular,5,feb,39,1,no
8160,7160,telephone,31,jul,73,2,no
8161,7161,cellular,3,jun,273,1,no
8162,7162,cellular,28,aug,65,5,no
8163,7163,cellular,8,may,311,3,no
8164,7164,unknown,11,jun,308,7,no
8165,7165,unknown,5,jun,170,2,no
8166,7166,cellular,7,may,31,1,no
8167,7167,cellular,18,nov,138,1,no
8168,7168,cellular,8,aug,106,2,no
8169,7169,unknown,2,jun,193,2,no
8170,7170,telephone,14,jul,162,3,no
8171,7171,cellular,29,jul,300,2,no
8172,7172,cellular,11,may,278,1,no
8173,7173,cellular,18,jul,174,2,no
8174,7174,cellular,2,feb,120,1,no
8175,7175,cellular,16,jul,220,5,no
8176,7176,unknown,27,may,99,1,no
8177,7177,cellular,28,jan,56,1,no
8178,7178,cellular,21,nov,7,5,no
8179,7179,cellular,17,apr,319,1,no
8180,7180,unknown,28,may,882,1,no
8181,7181,unknown,8,may,40,2,no
8182,7182,cellular,8,jul,228,2,no
8183,7183,cellular,28,jul,123,3,no
8184,7184,cellular,28,jul,69,12,no
8185,7185,telephone,14,jul,102,14,no
8186,7186,cellular,7,aug,137,2,no
8187,7187,cellular,2,feb,270,1,no
8188,7188,cellular,26,aug,119,6,no
8189,7189,unknown,16,jun,189,2,no
8190,7190,cellular,18,may,80,3,no
8191,7191,telephone,17,nov,106,1,no
8192,7192,cellular,7,aug,147,2,no
8193,7193,cellular,18,jul,238,3,no
8194,7194,cellular,28,jan,86,3,no
8195,7195,unknown,6,jun,373,1,no
8196,7196,cellular,20,apr,12,6,no
8197,7197,cellular,15,may,16,8,no
8198,7198,unknown,4,jun,98,1,no
8199,7199,cellular,13,may,390,1,no
8200,7200,cellular,21,nov,197,2,no
8201,7201,cellular,4,feb,87,2,no
8202,7202,unknown,12,may,146,1,no
8203,7203,unknown,29,may,516,4,no
8204,7204,unknown,9,may,224,3,no
8205,7205,cellular,27,aug,63,8,no
8206,7206,cellular,20,nov,371,1,no
8207,7207,cellular,21,nov,43,1,no
8208,7208,cellular,21,nov,608,3,no
8209,7209,cellular,18,feb,126,2,no
8210,7210,unknown,9,jun,63,1,no
8211,7211,telephone,14,jul,305,3,no
8212,7212,unknown,27,may,272,3,no
8213,7213,cellular,15,apr,171,2,no
8214,7214,cellular,19,aug,55,4,no
8215,7215,cellular,25,jul,209,1,no
8216,7216,cellular,3,feb,248,2,no
8217,7217,unknown,16,may,47,1,no
8218,7218,cellular,19,nov,844,2,no
8219,7219,cellular,20,aug,75,1,no
8220,7220,cellular,23,jul,256,9,no
8221,7221,unknown,16,jun,78,1,no
8222,7222,cellular,6,may,350,2,no
8223,7223,cellular,20,aug,72,4,no
8224,7224,cellular,15,jun,29,1,no
8225,7225,cellular,18,jul,142,10,no
8226,7226,unknown,19,jun,89,2,no
8227,7227,unknown,30,may,87,1,no
8228,7228,telephone,13,nov,137,1,no
8229,7229,unknown,16,may,124,1,no
8230,7230,unknown,26,jun,11,1,no
8231,7231,cellular,22,aug,219,4,no
8232,7232,unknown,12,may,88,5,no
8233,7233,cellular,29,jan,385,1,no
8234,7234,cellular,7,apr,293,3,no
8235,7235,unknown,19,may,48,3,no
8236,7236,unknown,14,may,316,3,no
8237,7237,cellular,29,jan,190,3,no
8238,7238,cellular,20,nov,75,2,no
8239,7239,cellular,14,aug,94,6,no
8240,7240,telephone,2,feb,51,1,no
8241,7241,unknown,9,may,338,3,no
8242,7242,unknown,23,may,230,1,no
8243,7243,telephone,28,jul,181,12,no
8244,7244,unknown,26,may,127,3,no
8245,7245,cellular,28,jul,83,7,no
8246,7246,cellular,24,jul,187,1,no
8247,7247,cellular,6,may,274,1,no
8248,7248,cellular,22,may,86,1,no
8249,7249,unknown,11,jun,553,1,no
8250,7250,cellular,9,sep,511,1,no
8251,7251,unknown,21,may,85,1,no
8252,7252,cellular,6,aug,174,2,no
8253,7253,unknown,12,jun,165,1,no
8254,7254,unknown,5,may,197,1,no
8255,7255,cellular,7,jul,285,1,no
8256,7256,cellular,11,may,77,1,no
8257,7257,cellular,2,mar,107,1,no
8258,7258,cellular,6,aug,137,1,no
8259,7259,cellular,17,nov,135,1,no
8260,7260,cellular,9,nov,465,2,no
8261,7261,unknown,26,may,245,1,no
8262,7262,unknown,18,jun,34,6,no
8263,7263,unknown,5,may,82,2,no
8264,7264,cellular,6,apr,61,6,no
8265,7265,cellular,11,may,257,1,no
8266,7266,unknown,15,may,543,12,no
8267,7267,cellular,1,jun,161,2,no
8268,7268,cellular,31,jul,50,11,no
8269,7269,cellular,4,feb,69,1,no
8270,7270,cellular,25,jul,324,1,no
8271,7271,cellular,28,aug,80,2,no
8272,7272,cellular,4,aug,270,1,no
8273,7273,unknown,13,may,178,2,no
8274,7274,unknown,19,may,135,1,no
8275,7275,unknown,16,sep,23,1,no
8276,7276,cellular,14,aug,252,2,no
8277,7277,cellular,24,jul,342,2,no
8278,7278,unknown,13,may,851,4,no
8279,7279,telephone,13,may,157,3,no
8280,7280,cellular,9,feb,44,2,no
8281,7281,cellular,3,jun,198,1,no
8282,7282,unknown,5,may,203,1,no
8283,7283,cellular,17,nov,219,1,no
8284,7284,cellular,15,may,349,2,no
8285,7285,unknown,7,may,1101,1,no
8286,7286,telephone,28,jul,290,7,no
8287,7287,cellular,2,feb,343,1,no
8288,7288,cellular,15,jul,177,3,no
8289,7289,cellular,20,aug,93,2,no
8290,7290,cellular,29,apr,152,1,no
8291,7291,unknown,17,nov,1735,2,no
8292,7292,cellular,21,jul,623,1,no
8293,7293,unknown,29,may,401,1,no
8294,7294,unknown,20,may,167,2,no
8295,7295,cellular,1,sep,222,1,no
8296,7296,cellular,10,aug,247,1,no
8297,7297,cellular,21,nov,365,1,no
8298,7298,telephone,7,may,29,1,no
8299,7299,cellular,20,nov,418,3,no
8300,7300,unknown,23,may,1438,2,no
8301,7301,cellular,17,nov,221,2,no
8302,7302,cellular,28,jan,107,1,no
8303,7303,cellular,14,may,17,8,no
8304,7304,unknown,20,may,350,4,no
8305,7305,cellular,8,apr,376,1,no
8306,7306,unknown,11,jun,47,3,no
8307,7307,cellular,28,jul,534,4,no
8308,7308,cellular,4,jun,105,1,no
8309,7309,cellular,6,feb,119,8,no
8310,7310,cellular,7,apr,15,1,no
8311,7311,unknown,9,may,325,1,no
8312,7312,cellular,30,jul,65,7,no
8313,7313,cellular,18,aug,74,4,no
8314,7314,cellular,14,aug,133,2,no
8315,7315,cellular,22,aug,371,4,no
8316,7316,cellular,18,nov,117,2,no
8317,7317,cellular,21,jul,323,1,no
8318,7318,cellular,3,feb,124,1,no
8319,7319,unknown,20,jun,111,3,no
8320,7320,unknown,30,jun,76,3,no
8321,7321,cellular,30,jan,126,5,no
8322,7322,cellular,28,aug,88,8,no
8323,7323,unknown,28,may,229,2,no
8324,7324,cellular,23,jul,106,1,no
8325,7325,cellular,5,aug,124,1,no
8326,7326,telephone,5,nov,143,3,no
8327,7327,cellular,7,may,227,2,no
8328,7328,unknown,11,jun,91,1,no
8329,7329,cellular,21,nov,484,4,no
8330,7330,cellular,13,may,119,3,no
8331,7331,cellular,16,jul,151,1,no
8332,7332,cellular,21,aug,205,8,no
8333,7333,cellular,26,aug,133,7,no
8334,7334,unknown,8,may,598,3,no
8335,7335,unknown,17,jun,271,2,no
8336,7336,cellular,7,may,127,1,no
8337,7337,cellular,20,nov,137,1,no
8338,7338,cellular,29,jul,158,2,no
8339,7339,cellular,26,may,333,1,no
8340,7340,cellular,31,jul,67,3,no
8341,7341,cellular,7,oct,301,1,no
8342,7342,unknown,2,jun,548,2,no
8343,7343,cellular,20,nov,147,1,no
8344,7344,cellular,12,aug,111,4,no
8345,7345,cellular,21,dec,94,5,no
8346,7346,cellular,2,apr,124,1,no
8347,7347,unknown,5,may,301,1,no
8348,7348,unknown,28,may,132,1,no
8349,7349,cellular,19,nov,556,3,no
8350,7350,cellular,4,feb,47,1,no
8351,7351,cellular,15,may,391,1,no
8352,7352,cellular,21,jul,357,3,no
8353,7353,cellular,29,jan,138,2,no
8354,7354,telephone,6,feb,13,5,no
8355,7355,cellular,29,aug,59,2,no
8356,7356,cellular,12,may,333,1,no
8357,7357,cellular,30,apr,249,1,no
8358,7358,cellular,14,jul,565,4,no
8359,7359,unknown,15,may,109,1,no
8360,7360,unknown,3,jun,243,3,no
8361,7361,cellular,10,jul,129,1,no
8362,7362,telephone,9,jul,196,1,no
8363,7363,cellular,28,may,162,7,no
8364,7364,cellular,5,aug,790,1,no
8365,7365,cellular,31,jul,61,2,no
8366,7366,cellular,10,aug,232,3,no
8367,7367,cellular,18,may,12,2,no
8368,7368,cellular,11,aug,69,2,no
8369,7369,cellular,18,jul,121,1,no
8370,7370,cellular,3,apr,353,2,no
8371,7371,cellular,5,jun,471,2,no
8372,7372,unknown,5,jun,142,2,no
8373,7373,telephone,14,aug,159,2,no
8374,7374,unknown,23,may,211,4,no
8375,7375,unknown,6,may,328,1,no
8376,7376,cellular,17,nov,62,1,no
8377,7377,cellular,17,apr,119,1,no
8378,7378,cellular,26,aug,58,7,no
8379,7379,unknown,19,may,144,2,no
8380,7380,unknown,20,jun,7,2,no
8381,7381,unknown,20,jun,583,3,no
8382,7382,cellular,13,apr,230,1,no
8383,7383,cellular,15,may,176,1,no
8384,7384,cellular,26,may,222,1,no
8385,7385,cellular,13,may,75,2,no
8386,7386,unknown,20,jun,9,3,no
8387,7387,cellular,3,feb,159,2,no
8388,7388,unknown,21,sep,4,1,no
8389,7389,cellular,14,jul,301,6,no
8390,7390,cellular,17,apr,14,1,no
8391,7391,unknown,28,may,33,2,no
8392,7392,cellular,20,aug,210,3,no
8393,7393,cellular,14,jul,127,3,no
8394,7394,cellular,18,may,97,1,no
8395,7395,cellular,6,aug,107,3,no
8396,7396,unknown,30,may,76,3,no
8397,7397,cellular,24,jul,98,2,no
8398,7398,cellular,8,aug,265,2,no
8399,7399,cellular,21,aug,114,2,no
8400,7400,unknown,26,may,157,5,no
8401,7401,cellular,14,jul,768,2,no
8402,7402,unknown,13,may,154,2,no
8403,7403,cellular,29,aug,134,4,no
8404,7404,unknown,9,may,61,1,no
8405,7405,unknown,14,may,380,4,no
8406,7406,cellular,6,may,239,2,no
8407,7407,unknown,16,may,242,3,no
8408,7408,cellular,18,nov,756,1,no
8409,7409,unknown,15,may,236,1,no
8410,7410,unknown,16,may,221,2,no
8411,7411,cellular,13,may,135,6,no
8412,7412,cellular,9,apr,272,1,no
8413,7413,unknown,30,may,668,2,no
8414,7414,cellular,29,jan,224,2,no
8415,7415,unknown,7,may,944,3,no
8416,7416,cellular,18,nov,920,2,no
8417,7417,cellular,12,may,354,1,no
8418,7418,cellular,5,feb,466,3,no
8419,7419,cellular,5,feb,114,3,no
8420,7420,cellular,18,nov,144,1,no
8421,7421,unknown,26,may,118,1,no
8422,7422,unknown,4,jun,90,2,no
8423,7423,unknown,4,jun,215,1,no
8424,7424,unknown,24,jun,146,4,no
8425,7425,unknown,16,may,379,1,no
8426,7426,cellular,8,jul,545,3,no
8427,7427,unknown,27,may,149,2,no
8428,7428,unknown,4,jul,52,4,no
8429,7429,unknown,8,sep,9,1,no
8430,7430,unknown,5,jun,124,1,no
8431,7431,unknown,5,may,350,2,no
8432,7432,cellular,29,aug,162,2,no
8433,7433,unknown,23,may,206,1,no
8434,7434,cellular,19,nov,307,3,no
8435,7435,cellular,29,jan,184,1,no
8436,7436,cellular,29,jul,25,22,no
8437,7437,cellular,5,may,19,2,no
8438,7438,unknown,13,may,165,2,no
8439,7439,cellular,6,feb,470,2,no
8440,7440,cellular,30,jan,410,2,no
8441,7441,cellular,5,mar,77,6,no
8442,7442,telephone,6,feb,35,3,no
8443,7443,unknown,11,jun,232,2,no
8444,7444,cellular,25,jul,86,4,no
8445,7445,unknown,7,may,51,3,no
8446,7446,unknown,9,may,249,3,no
8447,7447,unknown,15,may,214,4,no
8448,7448,unknown,30,may,118,2,no
8449,7449,unknown,2,jun,312,2,no
8450,7450,unknown,16,jun,114,5,no
8451,7451,cellular,29,oct,174,2,no
8452,7452,cellular,18,nov,62,2,no
8453,7453,cellular,5,may,294,1,no
8454,7454,cellular,7,may,51,1,no
8455,7455,telephone,4,feb,125,1,no
8456,7456,unknown,6,jun,272,1,no
8457,7457,cellular,24,aug,143,2,no
8458,7458,telephone,22,jul,1148,2,no
8459,7459,cellular,28,jan,411,2,no
8460,7460,cellular,4,jun,218,1,no
8461,7461,cellular,22,jul,151,3,no
